District,Date,Year,Month,Day,Tmax,Tmin,Rainfall
Meerut,2021-12-06,2021,12,6,22.82,11.84,0.45
Meerut,2021-12-07,2021,12,7,22.86,8.35,0.0
Meerut,2021-12-08,2021,12,8,22.18,7.22,0.0
Meerut,2021-12-09,2021,12,9,21.92,10.29,0.0
Meerut,2021-12-10,2021,12,10,22.13,8.85,0.0
Meerut,2021-12-11,2021,12,11,21.48,6.06,0.0
Meerut,2021-12-12,2021,12,12,20.64,10.65,0.0
Meerut,2021-12-13,2021,12,13,16.06,7.98,0.0
Meerut,2021-12-14,2021,12,14,20.21,7.0,0.0
Meerut,2021-12-15,2021,12,15,20.77,6.82,0.0
Meerut,2021-12-16,2021,12,16,19.56,6.29,0.0
Meerut,2021-12-17,2021,12,17,17.98,4.0,0.0
Meerut,2021-12-18,2021,12,18,16.67,2.4,0.0
Meerut,2021-12-19,2021,12,19,17.17,0.87,0.0
Meerut,2021-12-20,2021,12,20,18.07,1.11,0.0
Meerut,2021-12-21,2021,12,21,19.64,6.27,0.0
Meerut,2021-12-22,2021,12,22,20.43,7.55,0.0
Meerut,2021-12-23,2021,12,23,20.74,7.04,0.0
Meerut,2021-12-24,2021,12,24,21.1,6.76,0.0
Meerut,2021-12-25,2021,12,25,21.03,8.82,0.0
Meerut,2021-12-26,2021,12,26,17.57,9.09,0.15
Meerut,2021-12-27,2021,12,27,20.85,10.35,0.91
Meerut,2021-12-28,2021,12,28,20.39,9.84,0.07
Meerut,2021-12-29,2021,12,29,20.51,7.0,0.86
Meerut,2021-12-30,2021,12,30,18.45,5.05,0.0
Meerut,2021-12-31,2021,12,31,19.05,4.84,0.0
Meerut,2022-01-01,2022,1,1,19.38,5.16,0.0
Meerut,2022-01-02,2022,1,2,20.44,5.72,0.0
Meerut,2022-01-03,2022,1,3,20.61,6.91,0.0
Meerut,2022-01-04,2022,1,4,22.71,7.61,0.0
Meerut,2022-01-05,2022,1,5,15.19,10.97,9.69
Meerut,2022-01-06,2022,1,6,17.7,10.31,0.86
Meerut,2022-01-07,2022,1,7,18.26,11.41,1.35
Meerut,2022-01-08,2022,1,8,17.73,12.64,32.4
Meerut,2022-01-09,2022,1,9,17.21,11.24,17.71
Meerut,2022-01-10,2022,1,10,17.23,6.98,3.45
Meerut,2022-01-11,2022,1,11,18.07,4.71,0.36
Meerut,2022-01-12,2022,1,12,17.84,5.86,0.05
Meerut,2022-01-13,2022,1,13,17.25,5.98,0.0
Meerut,2022-01-14,2022,1,14,17.49,7.19,0.0
Meerut,2022-01-15,2022,1,15,17.78,4.96,0.0
Meerut,2022-01-16,2022,1,16,17.28,4.24,0.0
Meerut,2022-01-17,2022,1,17,15.84,4.63,0.0
Meerut,2022-01-18,2022,1,18,18.1,3.58,0.0
Meerut,2022-01-19,2022,1,19,16.23,4.72,0.0
Meerut,2022-01-20,2022,1,20,17.62,7.44,0.89
Meerut,2022-01-21,2022,1,21,19.23,8.55,0.12
Meerut,2022-01-22,2022,1,22,13.55,8.07,6.77
Meerut,2022-01-23,2022,1,23,14.9,9.69,16.48
Meerut,2022-01-24,2022,1,24,15.76,4.78,0.17
Meerut,2022-01-25,2022,1,25,15.52,5.31,0.14
Meerut,2022-01-26,2022,1,26,15.83,5.31,0.09
Meerut,2022-01-27,2022,1,27,18.1,3.92,0.01
Meerut,2022-01-28,2022,1,28,18.58,3.39,0.0
Meerut,2022-01-29,2022,1,29,19.8,3.54,0.0
Meerut,2022-01-30,2022,1,30,21.17,6.04,0.0
Meerut,2022-01-31,2022,1,31,21.97,7.25,0.0
Meerut,2022-02-01,2022,2,1,21.73,7.88,0.0
Meerut,2022-02-02,2022,2,2,20.39,4.82,0.0
Meerut,2022-02-03,2022,2,3,15.33,8.37,14.44
Meerut,2022-02-04,2022,2,4,15.65,7.13,0.89
Meerut,2022-02-05,2022,2,5,18.68,4.8,0.01
Meerut,2022-02-06,2022,2,6,19.61,4.94,0.0
Meerut,2022-02-07,2022,2,7,21.85,6.41,0.0
Meerut,2022-02-08,2022,2,8,22.02,10.55,0.94
Meerut,2022-02-09,2022,2,9,17.84,9.35,8.7
Meerut,2022-02-10,2022,2,10,20.46,5.45,0.0
Meerut,2022-02-11,2022,2,11,19.98,5.4,0.0
Meerut,2022-02-12,2022,2,12,21.67,4.7,0.0
Meerut,2022-02-13,2022,2,13,22.36,7.48,0.0
Meerut,2022-02-14,2022,2,14,22.68,8.46,0.0
Meerut,2022-02-15,2022,2,15,23.47,8.33,0.0
Meerut,2022-02-16,2022,2,16,23.7,9.34,0.0
Meerut,2022-02-17,2022,2,17,24.67,8.45,0.0
Meerut,2022-02-18,2022,2,18,25.16,8.96,0.0
Meerut,2022-02-19,2022,2,19,24.15,8.72,0.02
Meerut,2022-02-20,2022,2,20,23.16,7.84,0.0
Meerut,2022-02-21,2022,2,21,24.62,6.32,0.0
Meerut,2022-02-22,2022,2,22,25.69,8.11,0.0
Meerut,2022-02-23,2022,2,23,23.37,10.95,0.06
Meerut,2022-02-24,2022,2,24,24.92,10.47,0.11
Meerut,2022-02-25,2022,2,25,26.6,11.62,1.27
Meerut,2022-02-26,2022,2,26,22.55,10.94,5.09
Meerut,2022-02-27,2022,2,27,24.71,10.54,0.08
Meerut,2022-02-28,2022,2,28,25.12,7.94,0.0
Meerut,2022-03-01,2022,3,1,26.04,9.12,0.0
Meerut,2022-03-02,2022,3,2,26.43,11.5,0.0
Meerut,2022-03-03,2022,3,3,28.31,12.38,0.0
Meerut,2022-03-04,2022,3,4,26.3,13.23,0.0
Meerut,2022-03-05,2022,3,5,27.75,9.92,0.0
Meerut,2022-03-06,2022,3,6,26.44,12.64,0.0
Meerut,2022-03-07,2022,3,7,28.44,14.73,0.0
Meerut,2022-03-08,2022,3,8,30.29,14.62,0.0
Meerut,2022-03-09,2022,3,9,31.27,12.88,0.0
Meerut,2022-03-10,2022,3,10,30.16,13.69,0.0
Meerut,2022-03-11,2022,3,11,30.97,13.47,0.0
Meerut,2022-03-12,2022,3,12,31.08,12.37,0.0
Meerut,2022-03-13,2022,3,13,32.72,15.4,0.0
Meerut,2022-03-14,2022,3,14,33.08,16.82,0.0
Meerut,2022-03-15,2022,3,15,35.16,18.05,0.0
Meerut,2022-03-16,2022,3,16,36.68,16.39,0.0
Meerut,2022-03-17,2022,3,17,35.65,16.98,0.0
Meerut,2022-03-18,2022,3,18,35.98,19.88,0.0
Meerut,2022-03-19,2022,3,19,36.68,19.63,0.0
Meerut,2022-03-20,2022,3,20,38.13,19.54,0.0
Meerut,2022-03-21,2022,3,21,36.85,22.04,0.0
Meerut,2022-03-22,2022,3,22,36.63,18.68,0.0
Meerut,2022-03-23,2022,3,23,36.88,16.97,0.0
Meerut,2022-03-24,2022,3,24,35.74,20.18,0.0
Meerut,2022-03-25,2022,3,25,36.68,18.05,0.0
Meerut,2022-03-26,2022,3,26,36.47,16.94,0.0
Meerut,2022-03-27,2022,3,27,38.29,15.36,0.0
Meerut,2022-03-28,2022,3,28,38.38,19.81,0.0
Meerut,2022-03-29,2022,3,29,40.41,19.36,0.0
Meerut,2022-03-30,2022,3,30,40.32,20.54,0.0
Meerut,2022-03-31,2022,3,31,40.34,19.25,0.0
Meerut,2022-04-01,2022,4,1,38.6,19.05,0.0
Meerut,2022-04-02,2022,4,2,39.4,19.66,0.0
Meerut,2022-04-03,2022,4,3,40.34,18.01,0.0
Meerut,2022-04-04,2022,4,4,39.96,21.77,0.0
Meerut,2022-04-05,2022,4,5,40.14,18.57,0.0
Meerut,2022-04-06,2022,4,6,40.69,19.66,0.0
Meerut,2022-04-07,2022,4,7,40.97,21.93,0.0
Meerut,2022-04-08,2022,4,8,42.1,21.87,0.0
Meerut,2022-04-09,2022,4,9,42.65,23.86,0.0
Meerut,2022-04-10,2022,4,10,42.93,23.78,0.0
Meerut,2022-04-11,2022,4,11,42.92,23.19,0.0
Meerut,2022-04-12,2022,4,12,42.64,26.87,0.0
Meerut,2022-04-13,2022,4,13,41.31,22.26,0.0
Meerut,2022-04-14,2022,4,14,41.19,22.29,0.06
Meerut,2022-04-15,2022,4,15,40.32,21.58,0.03
Meerut,2022-04-16,2022,4,16,41.38,23.1,0.0
Meerut,2022-04-17,2022,4,17,41.47,22.08,0.0
Meerut,2022-04-18,2022,4,18,43.35,22.83,0.0
Meerut,2022-04-19,2022,4,19,43.64,27.77,0.0
Meerut,2022-04-20,2022,4,20,42.85,25.68,0.0
Meerut,2022-04-21,2022,4,21,34.57,25.18,0.04
Meerut,2022-04-22,2022,4,22,40.37,22.72,0.0
Meerut,2022-04-23,2022,4,23,40.97,22.89,0.0
Meerut,2022-04-24,2022,4,24,41.39,23.24,0.0
Meerut,2022-04-25,2022,4,25,42.36,23.58,0.0
Meerut,2022-04-26,2022,4,26,42.59,27.12,0.0
Meerut,2022-04-27,2022,4,27,43.54,25.15,0.0
Meerut,2022-04-28,2022,4,28,45.47,26.15,0.0
Meerut,2022-04-29,2022,4,29,45.88,27.03,0.0
Meerut,2022-04-30,2022,4,30,45.48,26.78,0.0
Meerut,2022-11-01,2022,11,1,28.79,15.61,0.0
Meerut,2022-11-02,2022,11,2,28.01,16.17,0.0
Meerut,2022-11-03,2022,11,3,28.33,14.61,0.0
Meerut,2022-11-04,2022,11,4,28.45,16.07,0.0
Meerut,2022-11-05,2022,11,5,25.99,16.71,0.0
Meerut,2022-11-06,2022,11,6,26.9,16.04,0.0
Meerut,2022-11-07,2022,11,7,26.02,17.7,0.0
Meerut,2022-11-08,2022,11,8,26.67,17.4,0.0
Meerut,2022-11-09,2022,11,9,26.94,15.6,0.0
Meerut,2022-11-10,2022,11,10,27.25,15.38,0.01
Meerut,2022-11-11,2022,11,11,25.69,12.87,0.03
Meerut,2022-11-12,2022,11,12,26.17,11.29,0.0
Meerut,2022-11-13,2022,11,13,25.43,11.55,0.0
Meerut,2022-11-14,2022,11,14,26.92,14.49,0.0
Meerut,2022-11-15,2022,11,15,26.64,13.41,0.04
Meerut,2022-11-16,2022,11,16,24.5,13.16,0.0
Meerut,2022-11-17,2022,11,17,23.4,11.02,0.0
Meerut,2022-11-18,2022,11,18,23.81,9.69,0.0
Meerut,2022-11-19,2022,11,19,24.01,12.23,0.0
Meerut,2022-11-20,2022,11,20,25.01,9.69,0.0
Meerut,2022-11-21,2022,11,21,25.18,10.27,0.0
Meerut,2022-11-22,2022,11,22,24.72,8.98,0.0
Meerut,2022-11-23,2022,11,23,24.52,8.43,0.0
Meerut,2022-11-24,2022,11,24,24.36,7.49,0.0
Meerut,2022-11-25,2022,11,25,24.83,11.9,0.0
Meerut,2022-11-26,2022,11,26,25.68,8.64,0.0
Meerut,2022-11-27,2022,11,27,25.09,9.78,0.0
Meerut,2022-11-28,2022,11,28,24.37,10.82,0.0
Meerut,2022-11-29,2022,11,29,24.04,10.04,0.0
Meerut,2022-11-30,2022,11,30,24.48,10.74,0.0
Meerut,2022-12-01,2022,12,1,24.2,8.84,0.0
Meerut,2022-12-02,2022,12,2,24.17,11.78,0.0
Meerut,2022-12-03,2022,12,3,23.64,13.09,0.0
Meerut,2022-12-04,2022,12,4,24.21,10.85,0.0
Meerut,2022-12-05,2022,12,5,23.69,8.79,0.0
Meerut,2022-12-06,2022,12,6,23.61,8.44,0.0
Meerut,2022-12-07,2022,12,7,23.04,7.31,0.0
Meerut,2022-12-08,2022,12,8,23.19,7.0,0.0
Meerut,2022-12-09,2022,12,9,25.14,8.35,0.0
Meerut,2022-12-10,2022,12,10,26.84,10.07,0.0
Meerut,2022-12-11,2022,12,11,27.48,10.11,0.0
Meerut,2022-12-12,2022,12,12,26.6,10.11,0.0
Meerut,2022-12-13,2022,12,13,25.74,9.65,0.0
Meerut,2022-12-14,2022,12,14,22.84,8.37,0.0
Meerut,2022-12-15,2022,12,15,22.27,6.11,0.0
Meerut,2022-12-16,2022,12,16,22.52,6.13,0.0
Meerut,2022-12-17,2022,12,17,22.93,6.36,0.0
Meerut,2022-12-18,2022,12,18,21.75,8.42,0.0
Meerut,2022-12-19,2022,12,19,22.22,6.9,0.0
Meerut,2022-12-20,2022,12,20,22.56,6.5,0.0
Meerut,2022-12-21,2022,12,21,23.41,6.87,0.0
Meerut,2022-12-22,2022,12,22,22.37,5.96,0.0
Meerut,2022-12-23,2022,12,23,22.26,6.37,0.0
Meerut,2022-12-24,2022,12,24,20.84,6.96,0.0
Meerut,2022-12-25,2022,12,25,18.96,4.72,0.0
Meerut,2022-12-26,2022,12,26,21.12,4.77,0.0
Meerut,2022-12-27,2022,12,27,21.78,4.73,0.0
Meerut,2022-12-28,2022,12,28,22.65,6.46,0.0
Meerut,2022-12-29,2022,12,29,20.98,7.1,0.02
Meerut,2022-12-30,2022,12,30,20.68,10.36,0.02
Meerut,2022-12-31,2022,12,31,21.29,7.97,0.0
Meerut,2023-01-01,2023,1,1,20.44,6.79,0.0
Meerut,2023-01-02,2023,1,2,19.71,6.05,0.0
Meerut,2023-01-03,2023,1,3,19.06,3.94,0.0
Meerut,2023-01-04,2023,1,4,18.13,2.19,0.0
Meerut,2023-01-05,2023,1,5,17.83,1.6,0.0
Meerut,2023-01-06,2023,1,6,17.47,1.16,0.0
Meerut,2023-01-07,2023,1,7,20.31,2.15,0.0
Meerut,2023-01-08,2023,1,8,22.74,4.69,0.0
Meerut,2023-01-09,2023,1,9,22.72,6.33,0.0
Meerut,2023-01-10,2023,1,10,21.69,6.32,0.0
Meerut,2023-01-11,2023,1,11,22.43,7.27,0.21
Meerut,2023-01-12,2023,1,12,21.38,9.59,6.77
Meerut,2023-01-13,2023,1,13,22.07,10.43,0.35
Meerut,2023-01-14,2023,1,14,20.42,5.1,0.17
Meerut,2023-01-15,2023,1,15,18.08,1.4,0.0
Meerut,2023-01-16,2023,1,16,19.15,2.11,0.0
Meerut,2023-01-17,2023,1,17,19.2,2.01,0.0
Meerut,2023-01-18,2023,1,18,17.59,1.52,0.0
Meerut,2023-01-19,2023,1,19,19.86,4.49,0.24
Meerut,2023-01-20,2023,1,20,22.44,5.55,0.37
Meerut,2023-01-21,2023,1,21,22.64,8.27,0.0
Meerut,2023-01-22,2023,1,22,23.52,8.87,0.0
Meerut,2023-01-23,2023,1,23,25.26,8.82,0.17
Meerut,2023-01-24,2023,1,24,21.06,12.63,3.89
Meerut,2023-01-25,2023,1,25,21.49,11.23,0.19
Meerut,2023-01-26,2023,1,26,23.2,9.04,0.0
Meerut,2023-01-27,2023,1,27,22.9,6.01,0.0
Meerut,2023-01-28,2023,1,28,23.92,3.79,0.0
Meerut,2023-01-29,2023,1,29,24.37,6.28,0.01
Meerut,2023-01-30,2023,1,30,16.49,11.04,11.95
Meerut,2023-01-31,2023,1,31,23.49,8.84,0.0
Meerut,2023-02-01,2023,2,1,23.22,6.01,0.0
Meerut,2023-02-02,2023,2,2,25.51,5.9,0.0
Meerut,2023-02-03,2023,2,3,25.15,7.73,0.0
Meerut,2023-02-04,2023,2,4,26.57,8.84,0.0
Meerut,2023-02-05,2023,2,5,25.95,9.33,0.0
Meerut,2023-02-06,2023,2,6,28.06,11.11,0.0
Meerut,2023-02-07,2023,2,7,26.54,10.88,0.01
Meerut,2023-02-08,2023,2,8,25.4,7.71,0.0
Meerut,2023-02-09,2023,2,9,27.84,8.37,0.0
Meerut,2023-02-10,2023,2,10,28.2,10.18,0.0
Meerut,2023-02-11,2023,2,11,27.63,11.99,0.01
Meerut,2023-02-12,2023,2,12,24.51,8.44,0.03
Meerut,2023-02-13,2023,2,13,24.06,6.57,0.0
Meerut,2023-02-14,2023,2,14,26.95,7.92,0.0
Meerut,2023-02-15,2023,2,15,29.32,11.34,0.0
Meerut,2023-02-16,2023,2,16,28.11,10.27,0.0
Meerut,2023-02-17,2023,2,17,29.34,13.4,0.0
Meerut,2023-02-18,2023,2,18,30.22,12.53,0.0
Meerut,2023-02-19,2023,2,19,30.28,15.27,0.0
Meerut,2023-02-20,2023,2,20,32.09,14.51,0.0
Meerut,2023-02-21,2023,2,21,31.22,11.98,0.0
Meerut,2023-02-22,2023,2,22,30.01,13.08,0.22
Meerut,2023-02-23,2023,2,23,30.5,11.56,0.0
Meerut,2023-02-24,2023,2,24,30.89,10.66,0.0
Meerut,2023-02-25,2023,2,25,30.82,12.36,0.0
Meerut,2023-02-26,2023,2,26,31.45,14.38,0.0
Meerut,2023-02-27,2023,2,27,32.09,16.34,0.0
Meerut,2023-02-28,2023,2,28,32.42,14.84,0.0
Meerut,2023-03-01,2023,3,1,31.88,15.63,0.0
Meerut,2023-03-02,2023,3,2,32.11,16.05,0.0
Meerut,2023-03-03,2023,3,3,33.02,17.13,0.0
Meerut,2023-03-04,2023,3,4,31.92,15.97,0.0
Meerut,2023-03-05,2023,3,5,32.23,14.6,0.0
Meerut,2023-03-06,2023,3,6,31.76,14.62,0.0
Meerut,2023-03-07,2023,3,7,31.65,14.88,0.0
Meerut,2023-03-08,2023,3,8,31.08,16.16,0.0
Meerut,2023-03-09,2023,3,9,31.1,17.45,0.67
Meerut,2023-03-10,2023,3,10,31.49,15.08,0.0
Meerut,2023-03-11,2023,3,11,32.35,16.02,0.0
Meerut,2023-03-12,2023,3,12,34.01,18.75,0.0
Meerut,2023-03-13,2023,3,13,31.97,19.39,0.0
Meerut,2023-03-14,2023,3,14,34.01,16.91,0.04
Meerut,2023-03-15,2023,3,15,34.39,18.97,0.0
Meerut,2023-03-16,2023,3,16,34.8,19.96,0.01
Meerut,2023-03-17,2023,3,17,30.69,20.47,0.27
Meerut,2023-03-18,2023,3,18,24.52,17.19,7.55
Meerut,2023-03-19,2023,3,19,28.95,16.92,1.17
Meerut,2023-03-20,2023,3,20,25.07,16.81,20.2
Meerut,2023-03-21,2023,3,21,24.92,15.9,20.68
Meerut,2023-03-22,2023,3,22,29.28,14.31,0.01
Meerut,2023-03-23,2023,3,23,31.01,14.46,0.0
Meerut,2023-03-24,2023,3,24,31.22,18.05,2.54
Meerut,2023-03-25,2023,3,25,30.43,16.91,6.33
Meerut,2023-03-26,2023,3,26,31.6,16.16,0.02
Meerut,2023-03-27,2023,3,27,30.4,14.76,0.0
Meerut,2023-03-28,2023,3,28,31.75,15.57,0.0
Meerut,2023-03-29,2023,3,29,33.62,17.59,0.0
Meerut,2023-03-30,2023,3,30,33.87,18.57,6.01
Meerut,2023-03-31,2023,3,31,23.98,16.88,10.72
Meerut,2023-04-01,2023,4,1,27.59,17.51,2.44
Meerut,2023-04-02,2023,4,2,31.04,16.96,0.0
Meerut,2023-04-03,2023,4,3,33.75,17.18,2.54
Meerut,2023-04-04,2023,4,4,31.99,19.06,0.0
Meerut,2023-04-05,2023,4,5,33.27,16.57,0.0
Meerut,2023-04-06,2023,4,6,33.7,15.99,0.0
Meerut,2023-04-07,2023,4,7,33.94,16.36,0.0
Meerut,2023-04-08,2023,4,8,35.21,14.51,0.0
Meerut,2023-04-09,2023,4,9,35.29,16.47,0.0
Meerut,2023-04-10,2023,4,10,34.75,16.11,0.0
Meerut,2023-04-11,2023,4,11,37.26,18.12,0.0
Meerut,2023-04-12,2023,4,12,38.28,20.56,0.0
Meerut,2023-04-13,2023,4,13,39.1,19.68,0.0
Meerut,2023-04-14,2023,4,14,39.03,20.59,0.0
Meerut,2023-04-15,2023,4,15,40.66,22.92,0.0
Meerut,2023-04-16,2023,4,16,41.08,22.83,0.0
Meerut,2023-04-17,2023,4,17,41.06,22.95,0.0
Meerut,2023-04-18,2023,4,18,40.08,23.87,0.0
Meerut,2023-04-19,2023,4,19,37.3,24.54,0.01
Meerut,2023-04-20,2023,4,20,36.08,23.9,1.8
Meerut,2023-04-21,2023,4,21,36.57,21.27,0.75
Meerut,2023-04-22,2023,4,22,36.25,19.83,0.11
Meerut,2023-04-23,2023,4,23,31.51,18.81,0.06
Meerut,2023-04-24,2023,4,24,34.73,19.37,0.03
Meerut,2023-04-25,2023,4,25,34.71,18.85,0.01
Meerut,2023-04-26,2023,4,26,36.75,21.95,0.0
Meerut,2023-04-27,2023,4,27,32.0,22.41,0.72
Meerut,2023-04-28,2023,4,28,34.68,21.12,0.67
Meerut,2023-04-29,2023,4,29,35.18,22.35,1.26
Meerut,2023-04-30,2023,4,30,32.38,20.69,2.31
Meerut,2023-11-01,2023,11,1,32.14,18.67,0.0
Meerut,2023-11-02,2023,11,2,30.64,18.36,0.0
Meerut,2023-11-03,2023,11,3,29.09,18.24,0.0
Meerut,2023-11-04,2023,11,4,29.74,17.63,0.0
Meerut,2023-11-05,2023,11,5,29.7,17.6,0.0
Meerut,2023-11-06,2023,11,6,29.62,16.34,0.0
Meerut,2023-11-07,2023,11,7,29.68,16.75,0.0
Meerut,2023-11-08,2023,11,8,30.1,16.87,0.0
Meerut,2023-11-09,2023,11,9,30.76,16.79,0.0
Meerut,2023-11-10,2023,11,10,27.71,17.27,3.09
Meerut,2023-11-11,2023,11,11,26.63,14.39,0.07
Meerut,2023-11-12,2023,11,12,27.99,13.44,0.0
Meerut,2023-11-13,2023,11,13,26.89,12.93,0.0
Meerut,2023-11-14,2023,11,14,24.86,14.24,0.0
Meerut,2023-11-15,2023,11,15,27.85,11.61,0.0
Meerut,2023-11-16,2023,11,16,28.47,14.54,0.0
Meerut,2023-11-17,2023,11,17,29.14,15.48,0.0
Meerut,2023-11-18,2023,11,18,27.57,15.07,0.0
Meerut,2023-11-19,2023,11,19,25.59,14.78,0.0
Meerut,2023-11-20,2023,11,20,27.06,13.46,0.0
Meerut,2023-11-21,2023,11,21,26.78,12.33,0.0
Meerut,2023-11-22,2023,11,22,26.15,10.89,0.0
Meerut,2023-11-23,2023,11,23,25.99,12.59,0.0
Meerut,2023-11-24,2023,11,24,25.38,13.74,0.0
Meerut,2023-11-25,2023,11,25,26.45,11.65,0.0
Meerut,2023-11-26,2023,11,26,26.25,14.36,0.0
Meerut,2023-11-27,2023,11,27,20.93,12.93,0.79
Meerut,2023-11-28,2023,11,28,25.57,12.29,0.61
Meerut,2023-11-29,2023,11,29,24.67,14.11,0.03
Meerut,2023-11-30,2023,11,30,25.51,14.82,0.0
Meerut,2023-12-01,2023,12,1,26.54,16.18,0.0
Meerut,2023-12-02,2023,12,2,25.72,14.31,0.0
Meerut,2023-12-03,2023,12,3,26.64,13.59,0.12
Meerut,2023-12-04,2023,12,4,26.12,14.43,0.73
Meerut,2023-12-05,2023,12,5,25.55,12.36,0.01
Meerut,2023-12-06,2023,12,6,26.81,11.44,0.0
Meerut,2023-12-07,2023,12,7,27.4,12.54,0.0
Meerut,2023-12-08,2023,12,8,25.78,10.8,0.0
Meerut,2023-12-09,2023,12,9,25.09,9.09,0.0
Meerut,2023-12-10,2023,12,10,24.18,8.96,0.0
Meerut,2023-12-11,2023,12,11,22.26,9.1,0.0
Meerut,2023-12-12,2023,12,12,22.91,9.97,0.0
Meerut,2023-12-13,2023,12,13,24.21,9.82,0.0
Meerut,2023-12-14,2023,12,14,24.19,6.81,0.0
Meerut,2023-12-15,2023,12,15,24.62,8.84,0.0
Meerut,2023-12-16,2023,12,16,23.97,8.89,0.0
Meerut,2023-12-17,2023,12,17,23.44,9.09,0.0
Meerut,2023-12-18,2023,12,18,22.95,7.29,0.0
Meerut,2023-12-19,2023,12,19,23.43,5.82,0.0
Meerut,2023-12-20,2023,12,20,21.54,4.91,0.0
Meerut,2023-12-21,2023,12,21,23.16,5.74,0.0
Meerut,2023-12-22,2023,12,22,23.76,6.55,0.0
Meerut,2023-12-23,2023,12,23,23.17,9.51,0.0
Meerut,2023-12-24,2023,12,24,25.31,10.61,0.0
Meerut,2023-12-25,2023,12,25,24.57,7.87,0.0
Meerut,2023-12-26,2023,12,26,22.8,9.34,0.0
Meerut,2023-12-27,2023,12,27,24.36,10.58,0.0
Meerut,2023-12-28,2023,12,28,22.61,7.92,0.0
Meerut,2023-12-29,2023,12,29,23.27,10.65,0.0
Meerut,2023-12-30,2023,12,30,22.58,9.95,0.0
Meerut,2023-12-31,2023,12,31,21.29,9.81,0.0
Muzaffarnagar,2010-01-01,2010,1,1,22.79,4.69,0.0
Muzaffarnagar,2010-01-02,2010,1,2,22.41,7.67,0.0
Muzaffarnagar,2010-01-03,2010,1,3,22.36,9.01,5.1
Muzaffarnagar,2010-01-04,2010,1,4,20.4,6.32,0.0
Muzaffarnagar,2010-01-05,2010,1,5,21.03,4.18,0.0
Muzaffarnagar,2010-01-06,2010,1,6,21.72,4.04,0.0
Muzaffarnagar,2010-01-07,2010,1,7,22.04,4.98,0.0
Muzaffarnagar,2010-01-08,2010,1,8,21.99,7.73,0.0
Muzaffarnagar,2010-01-09,2010,1,9,22.41,7.67,0.0
Muzaffarnagar,2010-01-10,2010,1,10,23.22,7.73,0.0
Muzaffarnagar,2010-01-11,2010,1,11,23.9,6.21,0.0
Muzaffarnagar,2010-01-12,2010,1,12,23.59,6.74,0.0
Muzaffarnagar,2010-01-13,2010,1,13,16.2,6.11,4.34
Muzaffarnagar,2010-01-14,2010,1,14,21.08,5.69,0.0
Muzaffarnagar,2010-01-15,2010,1,15,22.49,5.0,0.0
Muzaffarnagar,2010-01-16,2010,1,16,23.56,4.73,0.0
Muzaffarnagar,2010-01-17,2010,1,17,23.85,6.94,0.0
Muzaffarnagar,2010-01-18,2010,1,18,24.04,8.98,0.0
Muzaffarnagar,2010-01-19,2010,1,19,24.89,7.98,0.0
Muzaffarnagar,2010-01-20,2010,1,20,21.28,5.89,0.0
Muzaffarnagar,2010-01-21,2010,1,21,24.38,4.6,0.0
Muzaffarnagar,2010-01-22,2010,1,22,23.24,7.72,0.0
Muzaffarnagar,2010-01-23,2010,1,23,24.82,9.43,0.0
Muzaffarnagar,2010-01-24,2010,1,24,25.14,8.6,0.0
Muzaffarnagar,2010-01-25,2010,1,25,25.12,8.37,0.0
Muzaffarnagar,2010-01-26,2010,1,26,25.49,8.69,0.0
Muzaffarnagar,2010-01-27,2010,1,27,25.03,10.41,0.0
Muzaffarnagar,2010-01-28,2010,1,28,23.78,10.88,0.0
Muzaffarnagar,2010-01-29,2010,1,29,25.42,9.07,0.0
Muzaffarnagar,2010-01-30,2010,1,30,25.67,9.5,0.0
Muzaffarnagar,2010-01-31,2010,1,31,24.12,6.56,0.0
Muzaffarnagar,2010-02-01,2010,2,1,23.85,10.2,0.0
Muzaffarnagar,2010-02-02,2010,2,2,24.56,7.56,0.0
Muzaffarnagar,2010-02-03,2010,2,3,25.09,7.36,0.0
Muzaffarnagar,2010-02-04,2010,2,4,24.98,7.71,0.0
Muzaffarnagar,2010-02-05,2010,2,5,26.27,8.4,0.0
Muzaffarnagar,2010-02-06,2010,2,6,25.12,9.8,0.0
Muzaffarnagar,2010-02-07,2010,2,7,23.96,12.19,0.0
Muzaffarnagar,2010-02-08,2010,2,8,21.31,14.1,9.49
Muzaffarnagar,2010-02-09,2010,2,9,20.14,9.25,11.51
Muzaffarnagar,2010-02-10,2010,2,10,22.01,8.47,0.05
Muzaffarnagar,2010-02-11,2010,2,11,25.06,9.16,0.0
Muzaffarnagar,2010-02-12,2010,2,12,23.87,10.98,4.57
Muzaffarnagar,2010-02-13,2010,2,13,25.27,9.74,0.0
Muzaffarnagar,2010-02-14,2010,2,14,24.97,8.42,0.0
Muzaffarnagar,2010-02-15,2010,2,15,25.75,8.18,0.0
Muzaffarnagar,2010-02-16,2010,2,16,26.38,11.12,0.0
Muzaffarnagar,2010-02-17,2010,2,17,24.68,9.08,0.0
Muzaffarnagar,2010-02-18,2010,2,18,26.53,6.91,0.0
Muzaffarnagar,2010-02-19,2010,2,19,27.02,8.94,0.0
Muzaffarnagar,2010-02-20,2010,2,20,28.15,8.6,0.0
Muzaffarnagar,2010-02-21,2010,2,21,30.32,9.41,0.0
Muzaffarnagar,2010-02-22,2010,2,22,30.88,12.55,0.13
